"","ReferenceArea","code","value","variable","Area"
"24841","S01000556","S01000556",84.6,"Positive Leaver Destinations (Pct)","Data Zones"
"24851","S01000557","S01000557",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24861","S01000558","S01000558",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24871","S01000559","S01000559",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24881","S01000560","S01000560",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"24891","S01000561","S01000561",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24901","S01000562","S01000562",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"24911","S01000563","S01000563",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24921","S01000564","S01000564",80,"Positive Leaver Destinations (Pct)","Data Zones"
"24931","S01000565","S01000565",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24941","S01000566","S01000566",92.9,"Positive Leaver Destinations (Pct)","Data Zones"
"24951","S01000567","S01000567",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24961","S01000568","S01000568",100,"Positive Leaver Destinations (Pct)","Data Zones"
"24971","S01000569","S01000569",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"24981","S01000570","S01000570",80,"Positive Leaver Destinations (Pct)","Data Zones"
"24991","S01000571","S01000571",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25001","S01000572","S01000572",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25011","S01000573","S01000573",75,"Positive Leaver Destinations (Pct)","Data Zones"
"25021","S01000574","S01000574",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25031","S01000575","S01000575",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25041","S01000576","S01000576",77.8,"Positive Leaver Destinations (Pct)","Data Zones"
"25051","S01000577","S01000577",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25061","S01000578","S01000578",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25071","S01000579","S01000579",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25081","S01000580","S01000580",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25091","S01000581","S01000581",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25101","S01000582","S01000582",80,"Positive Leaver Destinations (Pct)","Data Zones"
"25111","S01000583","S01000583",81.2,"Positive Leaver Destinations (Pct)","Data Zones"
"25121","S01000584","S01000584",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25131","S01000585","S01000585",80,"Positive Leaver Destinations (Pct)","Data Zones"
"25141","S01000586","S01000586",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"25151","S01000587","S01000587",80,"Positive Leaver Destinations (Pct)","Data Zones"
"25161","S01000588","S01000588",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25171","S01000589","S01000589",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25181","S01000590","S01000590",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25191","S01000591","S01000591",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25201","S01000592","S01000592",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25211","S01000593","S01000593",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25221","S01000594","S01000594",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25231","S01000595","S01000595",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25241","S01000596","S01000596",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25251","S01000597","S01000597",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25261","S01000598","S01000598",88.2,"Positive Leaver Destinations (Pct)","Data Zones"
"25271","S01000599","S01000599",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25281","S01000600","S01000600",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25291","S01000601","S01000601",80,"Positive Leaver Destinations (Pct)","Data Zones"
"25301","S01000602","S01000602",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"25311","S01000603","S01000603",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25321","S01000604","S01000604",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25331","S01000605","S01000605",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25341","S01000606","S01000606",80,"Positive Leaver Destinations (Pct)","Data Zones"
"25351","S01000607","S01000607",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25361","S01000608","S01000608",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25371","S01000609","S01000609",25,"Positive Leaver Destinations (Pct)","Data Zones"
"25381","S01000610","S01000610",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25391","S01000611","S01000611",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25401","S01000612","S01000612",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25411","S01000613","S01000613",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25421","S01000614","S01000614",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"25431","S01000615","S01000615",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25441","S01000616","S01000616",94.4,"Positive Leaver Destinations (Pct)","Data Zones"
"25451","S01000617","S01000617",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25461","S01000618","S01000618",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"25471","S01000619","S01000619",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"25481","S01000620","S01000620",90,"Positive Leaver Destinations (Pct)","Data Zones"
"25491","S01000621","S01000621",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25501","S01000622","S01000622",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"25511","S01000623","S01000623",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25521","S01000624","S01000624",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25531","S01000625","S01000625",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25541","S01000626","S01000626",75,"Positive Leaver Destinations (Pct)","Data Zones"
"25551","S01000627","S01000627",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"25561","S01000628","S01000628",63.6,"Positive Leaver Destinations (Pct)","Data Zones"
"25571","S01000629","S01000629",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25581","S01000630","S01000630",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25591","S01000631","S01000631",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"25601","S01000632","S01000632",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"25611","S01000633","S01000633",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25621","S01000634","S01000634",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25631","S01000635","S01000635",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25641","S01000636","S01000636",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25651","S01000637","S01000637",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25661","S01000638","S01000638",75,"Positive Leaver Destinations (Pct)","Data Zones"
"25671","S01000639","S01000639",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25681","S01000640","S01000640",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"25691","S01000641","S01000641",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25701","S01000642","S01000642",92.3,"Positive Leaver Destinations (Pct)","Data Zones"
"25711","S01000643","S01000643",90,"Positive Leaver Destinations (Pct)","Data Zones"
"25721","S01000644","S01000644",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25731","S01000645","S01000645",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25741","S01000646","S01000646",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25751","S01000647","S01000647",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25761","S01000648","S01000648",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25771","S01000649","S01000649",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"25781","S01000650","S01000650",50,"Positive Leaver Destinations (Pct)","Data Zones"
"25791","S01000651","S01000651",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25801","S01000652","S01000652",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25811","S01000653","S01000653",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"25821","S01000654","S01000654",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25831","S01000655","S01000655",80,"Positive Leaver Destinations (Pct)","Data Zones"
"25841","S01000656","S01000656",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25851","S01000657","S01000657",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25861","S01000658","S01000658",57.1,"Positive Leaver Destinations (Pct)","Data Zones"
"25871","S01000659","S01000659",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25881","S01000660","S01000660",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25891","S01000661","S01000661",60,"Positive Leaver Destinations (Pct)","Data Zones"
"25901","S01000662","S01000662",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25911","S01000663","S01000663",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25921","S01000664","S01000664",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"25931","S01000665","S01000665",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25941","S01000666","S01000666",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25951","S01000667","S01000667",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25961","S01000668","S01000668",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"25971","S01000669","S01000669",100,"Positive Leaver Destinations (Pct)","Data Zones"
"25981","S01000670","S01000670",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"25991","S01000671","S01000671",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26001","S01000672","S01000672",84.6,"Positive Leaver Destinations (Pct)","Data Zones"
"26011","S01000673","S01000673",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26021","S01000674","S01000674",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26031","S01000675","S01000675",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26041","S01000676","S01000676",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26051","S01000677","S01000677",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26061","S01000678","S01000678",77.8,"Positive Leaver Destinations (Pct)","Data Zones"
"26071","S01000679","S01000679",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26081","S01000680","S01000680",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"26091","S01000681","S01000681",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26101","S01000682","S01000682",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26111","S01000684","S01000684",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26121","S01000685","S01000685",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26131","S01000686","S01000686",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26141","S01000687","S01000687",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26151","S01000688","S01000688",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26161","S01000689","S01000689",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"26171","S01000690","S01000690",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26181","S01000691","S01000691",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26191","S01000692","S01000692",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26201","S01000693","S01000693",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"26211","S01000694","S01000694",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26221","S01000695","S01000695",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26231","S01000696","S01000696",81.8,"Positive Leaver Destinations (Pct)","Data Zones"
"26241","S01000697","S01000697",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26251","S01000698","S01000698",91.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26261","S01000699","S01000699",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26271","S01000700","S01000700",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26281","S01000701","S01000701",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26291","S01000702","S01000702",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26301","S01000703","S01000703",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26311","S01000704","S01000704",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26321","S01000705","S01000705",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26331","S01000706","S01000706",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26341","S01000707","S01000707",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26351","S01000708","S01000708",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26361","S01000709","S01000709",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26371","S01000710","S01000710",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26381","S01000711","S01000711",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26391","S01000712","S01000712",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26401","S01000713","S01000713",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26411","S01000714","S01000714",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26421","S01000715","S01000715",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26431","S01000716","S01000716",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26441","S01000717","S01000717",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"26451","S01000718","S01000718",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26461","S01000719","S01000719",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26471","S01000720","S01000720",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26481","S01000721","S01000721",90,"Positive Leaver Destinations (Pct)","Data Zones"
"26491","S01000722","S01000722",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26501","S01000723","S01000723",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26511","S01000724","S01000724",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26521","S01000725","S01000725",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26531","S01000726","S01000726",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26541","S01000727","S01000727",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26551","S01000728","S01000728",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26561","S01000729","S01000729",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26571","S01000730","S01000730",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26581","S01000731","S01000731",80,"Positive Leaver Destinations (Pct)","Data Zones"
"26591","S01000732","S01000732",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26601","S01000733","S01000733",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26611","S01000734","S01000734",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26621","S01000735","S01000735",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26631","S01000736","S01000736",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26641","S01000737","S01000737",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26651","S01000738","S01000738",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26661","S01000739","S01000739",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26671","S01000740","S01000740",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26681","S01000741","S01000741",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26691","S01000742","S01000742",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26701","S01000743","S01000743",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26711","S01000744","S01000744",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26721","S01000745","S01000745",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"26731","S01000746","S01000746",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26741","S01000747","S01000747",80,"Positive Leaver Destinations (Pct)","Data Zones"
"26751","S01000748","S01000748",50,"Positive Leaver Destinations (Pct)","Data Zones"
"26761","S01000749","S01000749",75,"Positive Leaver Destinations (Pct)","Data Zones"
"26771","S01000750","S01000750",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26781","S01000751","S01000751",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"26791","S01000752","S01000752",82.4,"Positive Leaver Destinations (Pct)","Data Zones"
"26801","S01000753","S01000753",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26811","S01000754","S01000754",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26821","S01000755","S01000755",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26831","S01000756","S01000756",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26841","S01000757","S01000757",90,"Positive Leaver Destinations (Pct)","Data Zones"
"26851","S01000758","S01000758",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26861","S01000759","S01000759",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"26871","S01000760","S01000760",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26881","S01000761","S01000761",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26891","S01000762","S01000762",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"26901","S01000763","S01000763",92.9,"Positive Leaver Destinations (Pct)","Data Zones"
"26911","S01000764","S01000764",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26921","S01000765","S01000765",92.3,"Positive Leaver Destinations (Pct)","Data Zones"
"26931","S01000766","S01000766",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26941","S01000767","S01000767",100,"Positive Leaver Destinations (Pct)","Data Zones"
"26951","S01000768","S01000768",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"26961","S01000769","S01000769",50,"Positive Leaver Destinations (Pct)","Data Zones"
"26971","S01000770","S01000770",80,"Positive Leaver Destinations (Pct)","Data Zones"
"26981","S01000771","S01000771",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"26991","S01000772","S01000772",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27001","S01000773","S01000773",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"27011","S01000774","S01000774",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27021","S01000775","S01000775",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27031","S01000776","S01000776",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27041","S01000777","S01000777",60,"Positive Leaver Destinations (Pct)","Data Zones"
"27051","S01000778","S01000778",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27061","S01000779","S01000779",80,"Positive Leaver Destinations (Pct)","Data Zones"
"27071","S01000780","S01000780",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27081","S01000781","S01000781",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27091","S01000782","S01000782",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27101","S01000783","S01000783",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27111","S01000784","S01000784",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27121","S01000785","S01000785",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27131","S01000786","S01000786",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27141","S01000787","S01000787",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27151","S01000788","S01000788",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27161","S01000789","S01000789",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27171","S01000790","S01000790",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27181","S01000791","S01000791",80,"Positive Leaver Destinations (Pct)","Data Zones"
"27191","S01000792","S01000792",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27201","S01000793","S01000793",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"27211","S01000794","S01000794",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27221","S01000795","S01000795",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27231","S01000796","S01000796",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27241","S01000797","S01000797",75,"Positive Leaver Destinations (Pct)","Data Zones"
"27251","S01000798","S01000798",72.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27261","S01000799","S01000799",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27271","S01000800","S01000800",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27281","S01000801","S01000801",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27291","S01000802","S01000802",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27301","S01000803","S01000803",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27311","S01000804","S01000804",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"27321","S01000805","S01000805",90,"Positive Leaver Destinations (Pct)","Data Zones"
"27331","S01000806","S01000806",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27341","S01000807","S01000807",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27351","S01000808","S01000808",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27361","S01000809","S01000809",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27371","S01000810","S01000810",90,"Positive Leaver Destinations (Pct)","Data Zones"
"27381","S01000811","S01000811",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27391","S01000812","S01000812",77.8,"Positive Leaver Destinations (Pct)","Data Zones"
"27401","S01000813","S01000813",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27411","S01000814","S01000814",72.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27421","S01000815","S01000815",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27431","S01000816","S01000816",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27441","S01000817","S01000817",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27451","S01000818","S01000818",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27461","S01000819","S01000819",80,"Positive Leaver Destinations (Pct)","Data Zones"
"27471","S01000820","S01000820",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27481","S01000821","S01000821",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"27491","S01000822","S01000822",71.4,"Positive Leaver Destinations (Pct)","Data Zones"
"27501","S01000823","S01000823",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27511","S01000824","S01000824",80,"Positive Leaver Destinations (Pct)","Data Zones"
"27521","S01000825","S01000825",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"27531","S01000826","S01000826",80,"Positive Leaver Destinations (Pct)","Data Zones"
"27541","S01000827","S01000827",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"27551","S01000828","S01000828",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27561","S01000829","S01000829",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27571","S01000830","S01000830",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27581","S01000831","S01000831",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27591","S01000832","S01000832",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27601","S01000833","S01000833",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27611","S01000834","S01000834",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27621","S01000835","S01000835",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27631","S01000836","S01000836",54.5,"Positive Leaver Destinations (Pct)","Data Zones"
"27641","S01000837","S01000837",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"27651","S01000838","S01000838",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"27661","S01000839","S01000839",81.8,"Positive Leaver Destinations (Pct)","Data Zones"
"27671","S01000840","S01000840",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"27681","S01000841","S01000841",63.6,"Positive Leaver Destinations (Pct)","Data Zones"
"27691","S01000842","S01000842",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27701","S01000843","S01000843",70,"Positive Leaver Destinations (Pct)","Data Zones"
"27711","S01000844","S01000844",69.2,"Positive Leaver Destinations (Pct)","Data Zones"
"27721","S01000845","S01000845",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27731","S01000846","S01000846",57.1,"Positive Leaver Destinations (Pct)","Data Zones"
"27741","S01000847","S01000847",80,"Positive Leaver Destinations (Pct)","Data Zones"
"27751","S01000848","S01000848",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27761","S01000849","S01000849",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27771","S01000850","S01000850",91.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27781","S01000851","S01000851",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27791","S01000852","S01000852",50,"Positive Leaver Destinations (Pct)","Data Zones"
"27801","S01000853","S01000853",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27811","S01000854","S01000854",80,"Positive Leaver Destinations (Pct)","Data Zones"
"27821","S01000855","S01000855",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27831","S01000856","S01000856",66.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27841","S01000857","S01000857",93.3,"Positive Leaver Destinations (Pct)","Data Zones"
"27851","S01000858","S01000858",91.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27861","S01000859","S01000859",73.3,"Positive Leaver Destinations (Pct)","Data Zones"
"27871","S01000860","S01000860",75,"Positive Leaver Destinations (Pct)","Data Zones"
"27881","S01000861","S01000861",82.4,"Positive Leaver Destinations (Pct)","Data Zones"
"27891","S01000862","S01000862",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27901","S01000863","S01000863",100,"Positive Leaver Destinations (Pct)","Data Zones"
"27911","S01000864","S01000864",93.8,"Positive Leaver Destinations (Pct)","Data Zones"
"27921","S01000865","S01000865",72.7,"Positive Leaver Destinations (Pct)","Data Zones"
"27931","S01000866","S01000866",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"27941","S01000867","S01000867",75,"Positive Leaver Destinations (Pct)","Data Zones"
"27951","S01000868","S01000868",70,"Positive Leaver Destinations (Pct)","Data Zones"
"27961","S01000869","S01000869",60,"Positive Leaver Destinations (Pct)","Data Zones"
"27971","S01000870","S01000870",75,"Positive Leaver Destinations (Pct)","Data Zones"
"27981","S01000871","S01000871",83.3,"Positive Leaver Destinations (Pct)","Data Zones"
"27991","S01000872","S01000872",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28001","S01000873","S01000873",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28011","S01000874","S01000874",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28021","S01000875","S01000875",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28031","S01000876","S01000876",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28041","S01000877","S01000877",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28051","S01000878","S01000878",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28061","S01000879","S01000879",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28071","S01000880","S01000880",88.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28081","S01000881","S01000881",90.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28091","S01000882","S01000882",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28101","S01000883","S01000883",90,"Positive Leaver Destinations (Pct)","Data Zones"
"28111","S01000884","S01000884",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28121","S01000885","S01000885",100,"Positive Leaver Destinations (Pct)","Data Zones"
"28131","S01000886","S01000886",90,"Positive Leaver Destinations (Pct)","Data Zones"
"28141","S01000887","S01000887",91.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28151","S01000888","S01000888",87.5,"Positive Leaver Destinations (Pct)","Data Zones"
"28161","S01000889","S01000889",85.7,"Positive Leaver Destinations (Pct)","Data Zones"
"28171","S01000890","S01000890",76.9,"Positive Leaver Destinations (Pct)","Data Zones"
"28181","S01000891","S01000891",75,"Positive Leaver Destinations (Pct)","Data Zones"
