id,Council,DataZ
932,Dumfries and Galloway,S01000932
933,Dumfries and Galloway,S01000933
934,Dumfries and Galloway,S01000934
935,Dumfries and Galloway,S01000935
936,Dumfries and Galloway,S01000936
937,Dumfries and Galloway,S01000937
938,Dumfries and Galloway,S01000938
939,Dumfries and Galloway,S01000939
940,Dumfries and Galloway,S01000940
941,Dumfries and Galloway,S01000941
942,Dumfries and Galloway,S01000942
943,Dumfries and Galloway,S01000943
944,Dumfries and Galloway,S01000944
945,Dumfries and Galloway,S01000945
946,Dumfries and Galloway,S01000946
947,Dumfries and Galloway,S01000947
948,Dumfries and Galloway,S01000948
949,Dumfries and Galloway,S01000949
950,Dumfries and Galloway,S01000950
951,Dumfries and Galloway,S01000951
952,Dumfries and Galloway,S01000952
953,Dumfries and Galloway,S01000953
954,Dumfries and Galloway,S01000954
955,Dumfries and Galloway,S01000955
956,Dumfries and Galloway,S01000956
957,Dumfries and Galloway,S01000957
958,Dumfries and Galloway,S01000958
959,Dumfries and Galloway,S01000959
960,Dumfries and Galloway,S01000960
961,Dumfries and Galloway,S01000961
962,Dumfries and Galloway,S01000962
963,Dumfries and Galloway,S01000963
964,Dumfries and Galloway,S01000964
965,Dumfries and Galloway,S01000965
966,Dumfries and Galloway,S01000966
967,Dumfries and Galloway,S01000967
968,Dumfries and Galloway,S01000968
969,Dumfries and Galloway,S01000969
970,Dumfries and Galloway,S01000970
971,Dumfries and Galloway,S01000971
972,Dumfries and Galloway,S01000972
973,Dumfries and Galloway,S01000973
974,Dumfries and Galloway,S01000974
975,Dumfries and Galloway,S01000975
976,Dumfries and Galloway,S01000976
977,Dumfries and Galloway,S01000977
978,Dumfries and Galloway,S01000978
979,Dumfries and Galloway,S01000979
980,Dumfries and Galloway,S01000980
981,Dumfries and Galloway,S01000981
982,Dumfries and Galloway,S01000982
983,Dumfries and Galloway,S01000983
984,Dumfries and Galloway,S01000984
985,Dumfries and Galloway,S01000985
986,Dumfries and Galloway,S01000986
987,Dumfries and Galloway,S01000987
988,Dumfries and Galloway,S01000988
989,Dumfries and Galloway,S01000989
990,Dumfries and Galloway,S01000990
991,Dumfries and Galloway,S01000991
992,Dumfries and Galloway,S01000992
993,Dumfries and Galloway,S01000993
994,Dumfries and Galloway,S01000994
995,Dumfries and Galloway,S01000995
996,Dumfries and Galloway,S01000996
997,Dumfries and Galloway,S01000997
998,Dumfries and Galloway,S01000998
999,Dumfries and Galloway,S01000999
1000,Dumfries and Galloway,S01001000
1001,Dumfries and Galloway,S01001001
1002,Dumfries and Galloway,S01001002
1003,Dumfries and Galloway,S01001003
1004,Dumfries and Galloway,S01001004
1005,Dumfries and Galloway,S01001005
1006,Dumfries and Galloway,S01001006
1007,Dumfries and Galloway,S01001007
1008,Dumfries and Galloway,S01001008
1009,Dumfries and Galloway,S01001009
1010,Dumfries and Galloway,S01001010
1011,Dumfries and Galloway,S01001011
1012,Dumfries and Galloway,S01001012
1013,Dumfries and Galloway,S01001013
1014,Dumfries and Galloway,S01001014
1015,Dumfries and Galloway,S01001015
1016,Dumfries and Galloway,S01001016
1017,Dumfries and Galloway,S01001017
1018,Dumfries and Galloway,S01001018
1019,Dumfries and Galloway,S01001019
1020,Dumfries and Galloway,S01001020
1021,Dumfries and Galloway,S01001021
1022,Dumfries and Galloway,S01001022
1023,Dumfries and Galloway,S01001023
1024,Dumfries and Galloway,S01001024
1025,Dumfries and Galloway,S01001025
1026,Dumfries and Galloway,S01001026
1027,Dumfries and Galloway,S01001027
1028,Dumfries and Galloway,S01001028
1029,Dumfries and Galloway,S01001029
1030,Dumfries and Galloway,S01001030
1031,Dumfries and Galloway,S01001031
1032,Dumfries and Galloway,S01001032
1033,Dumfries and Galloway,S01001033
1034,Dumfries and Galloway,S01001034
1035,Dumfries and Galloway,S01001035
1036,Dumfries and Galloway,S01001036
1037,Dumfries and Galloway,S01001037
1038,Dumfries and Galloway,S01001038
1039,Dumfries and Galloway,S01001039
1040,Dumfries and Galloway,S01001040
1041,Dumfries and Galloway,S01001041
1042,Dumfries and Galloway,S01001042
1043,Dumfries and Galloway,S01001043
1044,Dumfries and Galloway,S01001044
1045,Dumfries and Galloway,S01001045
1046,Dumfries and Galloway,S01001046
1047,Dumfries and Galloway,S01001047
1048,Dumfries and Galloway,S01001048
1049,Dumfries and Galloway,S01001049
1050,Dumfries and Galloway,S01001050
1051,Dumfries and Galloway,S01001051
1052,Dumfries and Galloway,S01001052
1053,Dumfries and Galloway,S01001053
1054,Dumfries and Galloway,S01001054
1055,Dumfries and Galloway,S01001055
1056,Dumfries and Galloway,S01001056
1057,Dumfries and Galloway,S01001057
1058,Dumfries and Galloway,S01001058
1059,Dumfries and Galloway,S01001059
1060,Dumfries and Galloway,S01001060
1061,Dumfries and Galloway,S01001061
1062,Dumfries and Galloway,S01001062
1063,Dumfries and Galloway,S01001063
1064,Dumfries and Galloway,S01001064
1065,Dumfries and Galloway,S01001065
1066,Dumfries and Galloway,S01001066
1067,Dumfries and Galloway,S01001067
1068,Dumfries and Galloway,S01001068
1069,Dumfries and Galloway,S01001069
1070,Dumfries and Galloway,S01001070
1071,Dumfries and Galloway,S01001071
1072,Dumfries and Galloway,S01001072
1073,Dumfries and Galloway,S01001073
1074,Dumfries and Galloway,S01001074
1075,Dumfries and Galloway,S01001075
1076,Dumfries and Galloway,S01001076
1077,Dumfries and Galloway,S01001077
1078,Dumfries and Galloway,S01001078
1079,Dumfries and Galloway,S01001079
1080,Dumfries and Galloway,S01001080
1081,Dumfries and Galloway,S01001081
1082,Dumfries and Galloway,S01001082
1083,Dumfries and Galloway,S01001083
1084,Dumfries and Galloway,S01001084
1085,Dumfries and Galloway,S01001085
1086,Dumfries and Galloway,S01001086
1087,Dumfries and Galloway,S01001087
1088,Dumfries and Galloway,S01001088
1089,Dumfries and Galloway,S01001089
1090,Dundee City,S01001090
1091,Dundee City,S01001091
1092,Dundee City,S01001092
1093,Dundee City,S01001093
1094,Dundee City,S01001094
1095,Dundee City,S01001095
1096,Dundee City,S01001096
1097,Dundee City,S01001097
1098,Dundee City,S01001098
1099,Dundee City,S01001099
1100,Dundee City,S01001100
1101,Dundee City,S01001101
1102,Dundee City,S01001102
1103,Dundee City,S01001103
1104,Dundee City,S01001104
1105,Dundee City,S01001105
1106,Dundee City,S01001106
1107,Dundee City,S01001107
1108,Dundee City,S01001108
1109,Dundee City,S01001109
1110,Dundee City,S01001110
1111,Dundee City,S01001111
1112,Dundee City,S01001112
1113,Dundee City,S01001113
1114,Dundee City,S01001114
1115,Dundee City,S01001115
1116,Dundee City,S01001116
1117,Dundee City,S01001117
1118,Dundee City,S01001118
1119,Dundee City,S01001119
1120,Dundee City,S01001120
1121,Dundee City,S01001121
1122,Dundee City,S01001122
1123,Dundee City,S01001123
1124,Dundee City,S01001124
1125,Dundee City,S01001125
1126,Dundee City,S01001126
1127,Dundee City,S01001127
1128,Dundee City,S01001128
1129,Dundee City,S01001129
1130,Dundee City,S01001130
1131,Dundee City,S01001131
1132,Dundee City,S01001132
1133,Dundee City,S01001133
1134,Dundee City,S01001134
1135,Dundee City,S01001135
1136,Dundee City,S01001136
1137,Dundee City,S01001137
1138,Dundee City,S01001138
1139,Dundee City,S01001139
1140,Dundee City,S01001140
1141,Dundee City,S01001141
1142,Dundee City,S01001142
1143,Dundee City,S01001143
1144,Dundee City,S01001144
1145,Dundee City,S01001145
1146,Dundee City,S01001146
1147,Dundee City,S01001147
1148,Dundee City,S01001148
1149,Dundee City,S01001149
1150,Dundee City,S01001150
1151,Dundee City,S01001151
1152,Dundee City,S01001152
1153,Dundee City,S01001153
1154,Dundee City,S01001154
1155,Dundee City,S01001155
1156,Dundee City,S01001156
1157,Dundee City,S01001157
1158,Dundee City,S01001158
1159,Dundee City,S01001159
1160,Dundee City,S01001160
1161,Dundee City,S01001161
1162,Dundee City,S01001162
1163,Dundee City,S01001163
1164,Dundee City,S01001164
1165,Dundee City,S01001165
1166,Dundee City,S01001166
1167,Dundee City,S01001167
1168,Dundee City,S01001168
1169,Dundee City,S01001169
1170,Dundee City,S01001170
1171,Dundee City,S01001171
1172,Dundee City,S01001172
1173,Dundee City,S01001173
1174,Dundee City,S01001174
1175,Dundee City,S01001175
1176,Dundee City,S01001176
1177,Dundee City,S01001177
1178,Dundee City,S01001178
1179,Dundee City,S01001179
1180,Dundee City,S01001180
1181,Dundee City,S01001181
1182,Dundee City,S01001182
1183,Dundee City,S01001183
1184,Dundee City,S01001184
1185,Dundee City,S01001185
1186,Dundee City,S01001186
1187,Dundee City,S01001187
1188,Dundee City,S01001188
1189,Dundee City,S01001189
1190,Dundee City,S01001190
1191,Dundee City,S01001191
1192,Dundee City,S01001192
1193,Dundee City,S01001193
1194,Dundee City,S01001194
1195,Dundee City,S01001195
1196,Dundee City,S01001196
1197,Dundee City,S01001197
1198,Dundee City,S01001198
1199,Dundee City,S01001199
1200,Dundee City,S01001200
1201,Dundee City,S01001201
1202,Dundee City,S01001202
1203,Dundee City,S01001203
1204,Dundee City,S01001204
1205,Dundee City,S01001205
1206,Dundee City,S01001206
1207,Dundee City,S01001207
1208,Dundee City,S01001208
1209,Dundee City,S01001209
1210,Dundee City,S01001210
1211,Dundee City,S01001211
1212,Dundee City,S01001212
1213,Dundee City,S01001213
1214,Dundee City,S01001214
1215,Dundee City,S01001215
1216,Dundee City,S01001216
1217,Dundee City,S01001217
1218,Dundee City,S01001218
1219,Dundee City,S01001219
1220,Dundee City,S01001220
1221,Dundee City,S01001221
1222,Dundee City,S01001222
1223,Dundee City,S01001223
1224,Dundee City,S01001224
1225,Dundee City,S01001225
1226,Dundee City,S01001226
1227,Dundee City,S01001227
1228,Dundee City,S01001228
1229,Dundee City,S01001229
1230,Dundee City,S01001230
1231,Dundee City,S01001231
1232,Dundee City,S01001232
1233,Dundee City,S01001233
1234,Dundee City,S01001234
1235,Dundee City,S01001235
1236,Dundee City,S01001236
1237,Dundee City,S01001237
1238,Dundee City,S01001238
1239,Dundee City,S01001239
1240,Dundee City,S01001240
1241,Dundee City,S01001241
1242,Dundee City,S01001242
1243,Dundee City,S01001243
1244,Dundee City,S01001244
1245,Dundee City,S01001245
1246,Dundee City,S01001246
1247,Dundee City,S01001247
1248,Dundee City,S01001248
1249,Dundee City,S01001249
1250,Dundee City,S01001250
1251,Dundee City,S01001251
1252,Dundee City,S01001252
1253,Dundee City,S01001253
1254,Dundee City,S01001254
1255,Dundee City,S01001255
1256,Dundee City,S01001256
1257,Dundee City,S01001257
1258,Dundee City,S01001258
1259,Dundee City,S01001259
1260,Dundee City,S01001260
1261,Dundee City,S01001261
1262,Dundee City,S01001262
1263,Dundee City,S01001263
1264,Dundee City,S01001264
1265,Dundee City,S01001265
1266,Dundee City,S01001266
1267,Dundee City,S01001267
1268,Dundee City,S01001268
1269,East Ayrshire,S01001269
1270,East Ayrshire,S01001270
1271,East Ayrshire,S01001271
1272,East Ayrshire,S01001272
1273,East Ayrshire,S01001273
1274,East Ayrshire,S01001274
1275,East Ayrshire,S01001275
1276,East Ayrshire,S01001276
1277,East Ayrshire,S01001277
1278,East Ayrshire,S01001278
1279,East Ayrshire,S01001279
1280,East Ayrshire,S01001280
1281,East Ayrshire,S01001281
1282,East Ayrshire,S01001282
1283,East Ayrshire,S01001283
1284,East Ayrshire,S01001284
1285,East Ayrshire,S01001285
1286,East Ayrshire,S01001286
1287,East Ayrshire,S01001287
1288,East Ayrshire,S01001288
1289,East Ayrshire,S01001289
1290,East Ayrshire,S01001290
1291,East Ayrshire,S01001291
1292,East Ayrshire,S01001292
1293,East Ayrshire,S01001293
1294,East Ayrshire,S01001294
1295,East Ayrshire,S01001295
1296,East Ayrshire,S01001296
1297,East Ayrshire,S01001297
1298,East Ayrshire,S01001298
1299,East Ayrshire,S01001299
1300,East Ayrshire,S01001300
1301,East Ayrshire,S01001301
1302,East Ayrshire,S01001302
1303,East Ayrshire,S01001303
1304,East Ayrshire,S01001304
1305,East Ayrshire,S01001305
1306,East Ayrshire,S01001306
1307,East Ayrshire,S01001307
1308,East Ayrshire,S01001308
1309,East Ayrshire,S01001309
1310,East Ayrshire,S01001310
1311,East Ayrshire,S01001311
1312,East Ayrshire,S01001312
1313,East Ayrshire,S01001313
1314,East Ayrshire,S01001314
1315,East Ayrshire,S01001315
1316,East Ayrshire,S01001316
1317,East Ayrshire,S01001317
1318,East Ayrshire,S01001318
1319,East Ayrshire,S01001319
1320,East Ayrshire,S01001320
1321,East Ayrshire,S01001321
1322,East Ayrshire,S01001322
1323,East Ayrshire,S01001323
1324,East Ayrshire,S01001324
1325,East Ayrshire,S01001325
1326,East Ayrshire,S01001326
1327,East Ayrshire,S01001327
1328,East Ayrshire,S01001328
1329,East Ayrshire,S01001329
1330,East Ayrshire,S01001330
1331,East Ayrshire,S01001331
1332,East Ayrshire,S01001332
1333,East Ayrshire,S01001333
1334,East Ayrshire,S01001334
1335,East Ayrshire,S01001335
1336,East Ayrshire,S01001336
1337,East Ayrshire,S01001337
1338,East Ayrshire,S01001338
1339,East Ayrshire,S01001339
1340,East Ayrshire,S01001340
1341,East Ayrshire,S01001341
1342,East Ayrshire,S01001342
1343,East Ayrshire,S01001343
1344,East Ayrshire,S01001344
1345,East Ayrshire,S01001345
1346,East Ayrshire,S01001346
1347,East Ayrshire,S01001347
1348,East Ayrshire,S01001348
1349,East Ayrshire,S01001349
1350,East Ayrshire,S01001350
1351,East Ayrshire,S01001351
1352,East Ayrshire,S01001352
1353,East Ayrshire,S01001353
1354,East Ayrshire,S01001354
1355,East Ayrshire,S01001355
1356,East Ayrshire,S01001356
1357,East Ayrshire,S01001357
1358,East Ayrshire,S01001358
1359,East Ayrshire,S01001359
1360,East Ayrshire,S01001360
1361,East Ayrshire,S01001361
1362,East Ayrshire,S01001362
1363,East Ayrshire,S01001363
1364,East Ayrshire,S01001364
1365,East Ayrshire,S01001365
1366,East Ayrshire,S01001366
1367,East Ayrshire,S01001367
1368,East Ayrshire,S01001368
1369,East Ayrshire,S01001369
1370,East Ayrshire,S01001370
1371,East Ayrshire,S01001371
1372,East Ayrshire,S01001372
1373,East Ayrshire,S01001373
1374,East Ayrshire,S01001374
1375,East Ayrshire,S01001375
1376,East Ayrshire,S01001376
1377,East Ayrshire,S01001377
1378,East Ayrshire,S01001378
1379,East Ayrshire,S01001379
1380,East Ayrshire,S01001380
1381,East Ayrshire,S01001381
1382,East Ayrshire,S01001382
1383,East Ayrshire,S01001383
1384,East Ayrshire,S01001384
1385,East Ayrshire,S01001385
1386,East Ayrshire,S01001386
1387,East Ayrshire,S01001387
1388,East Ayrshire,S01001388
1389,East Ayrshire,S01001389
1390,East Ayrshire,S01001390
1391,East Ayrshire,S01001391
1392,East Ayrshire,S01001392
1393,East Ayrshire,S01001393
1394,East Ayrshire,S01001394
1395,East Ayrshire,S01001395
1396,East Ayrshire,S01001396
1397,East Ayrshire,S01001397
1398,East Ayrshire,S01001398
1399,East Ayrshire,S01001399
1400,East Ayrshire,S01001400
1401,East Ayrshire,S01001401
1402,East Ayrshire,S01001402
1403,East Ayrshire,S01001403
1404,East Ayrshire,S01001404
1405,East Ayrshire,S01001405
1406,East Ayrshire,S01001406
1407,East Ayrshire,S01001407
1408,East Ayrshire,S01001408
1409,East Ayrshire,S01001409
1410,East Ayrshire,S01001410
1411,East Ayrshire,S01001411
1412,East Ayrshire,S01001412
1413,East Ayrshire,S01001413
1414,East Ayrshire,S01001414
1415,East Ayrshire,S01001415
1416,East Ayrshire,S01001416
1417,East Ayrshire,S01001417
1418,East Ayrshire,S01001418
1419,East Ayrshire,S01001419
1420,East Ayrshire,S01001420
1421,East Ayrshire,S01001421
1422,East Ayrshire,S01001422
1423,East Dunbartonshire,S01001423
1424,East Dunbartonshire,S01001424
1425,East Dunbartonshire,S01001425
1426,East Dunbartonshire,S01001426
1427,East Dunbartonshire,S01001427
1428,East Dunbartonshire,S01001428
1429,East Dunbartonshire,S01001429
1430,East Dunbartonshire,S01001430
1431,East Dunbartonshire,S01001431
1432,East Dunbartonshire,S01001432
1433,East Dunbartonshire,S01001433
1434,East Dunbartonshire,S01001434
1435,East Dunbartonshire,S01001435
1436,East Dunbartonshire,S01001436
1437,East Dunbartonshire,S01001437
1438,East Dunbartonshire,S01001438
1439,East Dunbartonshire,S01001439
1440,East Dunbartonshire,S01001440
1441,East Dunbartonshire,S01001441
1442,East Dunbartonshire,S01001442
1443,East Dunbartonshire,S01001443
1444,East Dunbartonshire,S01001444
1445,East Dunbartonshire,S01001445
1446,East Dunbartonshire,S01001446
1447,East Dunbartonshire,S01001447
1448,East Dunbartonshire,S01001448
1449,East Dunbartonshire,S01001449
1450,East Dunbartonshire,S01001450
1451,East Dunbartonshire,S01001451
1452,East Dunbartonshire,S01001452
1453,East Dunbartonshire,S01001453
1454,East Dunbartonshire,S01001454
1455,East Dunbartonshire,S01001455
1456,East Dunbartonshire,S01001456
1457,East Dunbartonshire,S01001457
1458,East Dunbartonshire,S01001458
1459,East Dunbartonshire,S01001459
1460,East Dunbartonshire,S01001460
1461,East Dunbartonshire,S01001461
1462,East Dunbartonshire,S01001462
1463,East Dunbartonshire,S01001463
1464,East Dunbartonshire,S01001464
1465,East Dunbartonshire,S01001465
1466,East Dunbartonshire,S01001466
1467,East Dunbartonshire,S01001467
1468,East Dunbartonshire,S01001468
1469,East Dunbartonshire,S01001469
1470,East Dunbartonshire,S01001470
1471,East Dunbartonshire,S01001471
1472,East Dunbartonshire,S01001472
1473,East Dunbartonshire,S01001473
1474,East Dunbartonshire,S01001474
1475,East Dunbartonshire,S01001475
1476,East Dunbartonshire,S01001476
1477,East Dunbartonshire,S01001477
1478,East Dunbartonshire,S01001478
1479,East Dunbartonshire,S01001479
1480,East Dunbartonshire,S01001480
1481,East Dunbartonshire,S01001481
1482,East Dunbartonshire,S01001482
1483,East Dunbartonshire,S01001483
1484,East Dunbartonshire,S01001484
1485,East Dunbartonshire,S01001485
1486,East Dunbartonshire,S01001486
1487,East Dunbartonshire,S01001487
1488,East Dunbartonshire,S01001488
1489,East Dunbartonshire,S01001489
1490,East Dunbartonshire,S01001490
1491,East Dunbartonshire,S01001491
1492,East Dunbartonshire,S01001492
1493,East Dunbartonshire,S01001493
1494,East Dunbartonshire,S01001494
1495,East Dunbartonshire,S01001495
1496,East Dunbartonshire,S01001496
1497,East Dunbartonshire,S01001497
1498,East Dunbartonshire,S01001498
1499,East Dunbartonshire,S01001499
1500,East Dunbartonshire,S01001500
1501,East Dunbartonshire,S01001501
1502,East Dunbartonshire,S01001502
1503,East Dunbartonshire,S01001503
1504,East Dunbartonshire,S01001504
1505,East Dunbartonshire,S01001505
1506,East Dunbartonshire,S01001506
1507,East Dunbartonshire,S01001507
1508,East Dunbartonshire,S01001508
1509,East Dunbartonshire,S01001509
1510,East Dunbartonshire,S01001510
1511,East Dunbartonshire,S01001511
1512,East Dunbartonshire,S01001512
1513,East Dunbartonshire,S01001513
1514,East Dunbartonshire,S01001514
1515,East Dunbartonshire,S01001515
1516,East Dunbartonshire,S01001516
1517,East Dunbartonshire,S01001517
1518,East Dunbartonshire,S01001518
1519,East Dunbartonshire,S01001519
1520,East Dunbartonshire,S01001520
1521,East Dunbartonshire,S01001521
1522,East Dunbartonshire,S01001522
1523,East Dunbartonshire,S01001523
1524,East Dunbartonshire,S01001524
1525,East Dunbartonshire,S01001525
1526,East Dunbartonshire,S01001526
1527,East Dunbartonshire,S01001527
1528,East Dunbartonshire,S01001528
1529,East Dunbartonshire,S01001529
1530,East Dunbartonshire,S01001530
1531,East Dunbartonshire,S01001531
1532,East Dunbartonshire,S01001532
1533,East Dunbartonshire,S01001533
1534,East Dunbartonshire,S01001534
1535,East Dunbartonshire,S01001535
1536,East Dunbartonshire,S01001536
1537,East Dunbartonshire,S01001537
1538,East Dunbartonshire,S01001538
1539,East Dunbartonshire,S01001539
1540,East Dunbartonshire,S01001540
1541,East Dunbartonshire,S01001541
1542,East Dunbartonshire,S01001542
1543,East Dunbartonshire,S01001543
1544,East Dunbartonshire,S01001544
1545,East Dunbartonshire,S01001545
1546,East Dunbartonshire,S01001546
1547,East Dunbartonshire,S01001547
